player1,player2,SetNo,P1GamesWon,P2GamesWon,P1Score,P2Score,video_name
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jelena Ostapenko vs. Naomi Osaka Full Match ｜ 2024 US Open Round 1.f617_49.8_146845.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jelena Ostapenko vs. Naomi Osaka Full Match ｜ 2024 US Open Round 1.f617_52.7_139271.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_34.2_167650.jpg
MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_35.9_11889.jpg
NO MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_38.6_130278.jpg
NO MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_38.9_85548.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_39.9_192517.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_40.6_174017.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_40.8_170832.jpg
MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_42.4_188.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_43.2_58715.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_45.5_68906.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_46.2_179111.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_46.9_209665.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_47.6_182994.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_47.8_61371.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_48.3_125575.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_48.5_190488.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_49.1_1356.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_49.7_139294.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Bouzas Maneiro vs. Jessica Pegula Full Match ｜ 2024 US Open Round 3.f617_52.6_213738.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_32.7_191057.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_34.6_296369.jpg
MATCH,MATCH,MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_35.0_101560.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_37.8_262316.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_38.6_189175.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_39.1_20714.jpg
MATCH,MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_39.4_203523.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_40.1_220487.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_43.6_150810.jpg
MATCH,MATCH,MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_44.4_140290.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_45.5_172480.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_45.7_144926.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_46.0_82108.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_46.1_87536.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_46.8_180831.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_47.7_228218.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_47.9_68548.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_48.4_186063.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_48.5_331208.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_48.7_221003.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_48.7_291023.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_48.9_180275.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_49.0_176767.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ 2024 US Open Final.f617_49.0_40146.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_33.2_135338.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_33.2_326568.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_33.7_134225.jpg
MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_34.6_121538.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_35.9_2208.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_39.8_28169.jpg
MATCH,MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_39.9_231195.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_40.0_253862.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_40.0_295849.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_40.6_352545.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_42.6_102255.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_43.9_173046.jpg
MATCH,MATCH,MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_44.5_162526.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_45.0_206359.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_45.5_379117.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_45.9_167162.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_45.9_195262.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_45.9_203613.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_47.3_261594.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_47.5_83264.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_48.1_254378.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_48.2_203056.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_48.3_208845.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_48.7_54032.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_48.8_27252.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Aryna Sabalenka Full Match ｜ Radio Commentary ｜ 2024 US Open Final.f617_48.9_199549.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_31.8_286696.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_34.9_372902.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_35.0_201363.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_36.1_300049.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_36.7_192096.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_36.9_301778.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_37.1_368249.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_37.2_290303.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_37.9_356869.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_38.3_36955.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_38.6_100939.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_38.7_362762.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_39.4_324177.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_39.9_51060.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_40.0_288664.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_40.0_350164.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_40.0_45762.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_40.6_200473.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_41.2_253725.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_41.7_182404.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_42.1_187981.jpg
NO MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_43.5_303947.jpg
NO MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_43.7_252653.jpg
MATCH,MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_44.9_120034.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_45.6_311674.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_48.0_322494.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_48.4_128106.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_48.5_336814.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_48.9_75680.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_50.0_331157.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_51.0_338542.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_51.3_1900.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_51.3_221497.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_51.4_328497.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessica Pegula vs. Karolina Muchova Full Match ｜ 2024 US Open Semifinal.f617_53.0_4981.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_32.2_203444.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_33.7_189827.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_39.6_1757.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_40.3_134096.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_40.7_130689.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_41.0_120613.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_41.3_107212.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_41.3_117679.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_41.5_114573.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_41.8_167336.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_42.3_119361.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_42.6_116170.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_42.9_133110.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_43.7_104185.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_44.1_122894.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_44.3_113173.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_44.5_26178.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_46.5_129259.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jessika Ponchet vs. Caroline Wozniacki Full Match ｜ 2024 US Open Round 3.f617_46.5_134669.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Jordan Thompson vs. Hubert Hurkacz Full Match ｜ 2024 US Open Round 2.f617_32.3_87275.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jordan Thompson vs. Hubert Hurkacz Full Match ｜ 2024 US Open Round 2.f617_35.0_276091.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Jordan Thompson vs. Hubert Hurkacz Full Match ｜ 2024 US Open Round 2.f617_39.6_1157.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jordan Thompson vs. Hubert Hurkacz Full Match ｜ 2024 US Open Round 2.f617_42.8_273977.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Jordan Thompson vs. Hubert Hurkacz Full Match ｜ 2024 US Open Round 2.f617_44.1_152574.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Karolina Muchova vs. Anastasia Potapova Full Match ｜ 2024 US Open Round 3.f617_31.0_207353.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Karolina Muchova vs. Anastasia Potapova Full Match ｜ 2024 US Open Round 3.f617_33.3_206286.jpg
NO MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Karolina Muchova vs. Anastasia Potapova Full Match ｜ 2024 US Open Round 3.f617_35.9_6153.jpg
NO MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Karolina Muchova vs. Anastasia Potapova Full Match ｜ 2024 US Open Round 3.f617_36.1_162747.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Karolina Muchova vs. Anastasia Potapova Full Match ｜ 2024 US Open Round 3.f617_40.8_90155.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Karolina Muchova vs. Anastasia Potapova Full Match ｜ 2024 US Open Round 3.f617_42.5_38010.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Karolina Muchova vs. Anastasia Potapova Full Match ｜ 2024 US Open Round 3.f617_47.1_57610.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Karolina Muchova vs. Anastasia Potapova Full Match ｜ 2024 US Open Round 3.f617_47.6_125146.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Karolina Muchova vs. Jasmine Paolini Full Match ｜ 2024 US Open Round 4.f617_42.1_230854.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Karolina Muchova vs. Jasmine Paolini Full Match ｜ 2024 US Open Round 4.f617_42.3_84526.jpg
NO MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Karolina Muchova vs. Jasmine Paolini Full Match ｜ 2024 US Open Round 4.f617_44.0_159497.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Karolina Muchova vs. Jasmine Paolini Full Match ｜ 2024 US Open Round 4.f617_44.7_101613.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Karolina Muchova vs. Jasmine Paolini Full Match ｜ 2024 US Open Round 4.f617_46.9_42991.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Katie Boulter vs. Jessica Bouzas Maneiro Full Match ｜ 2024 US Open Round 2.f617_37.0_306874.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Katie Boulter vs. Jessica Bouzas Maneiro Full Match ｜ 2024 US Open Round 2.f617_44.2_255270.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Katie Boulter vs. Jessica Bouzas Maneiro Full Match ｜ 2024 US Open Round 2.f617_46.5_223259.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Katie Boulter vs. Jessica Bouzas Maneiro Full Match ｜ 2024 US Open Round 2.f617_47.4_19226.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Katie Boulter vs. Jessica Bouzas Maneiro Full Match ｜ 2024 US Open Round 2.f617_47.6_243122.jpg
